,air_GW,real_pop_GW,pop_GW,pop_male_GW,pop_female_GW,mvpop_GW,station_GW,air_DDM,real_pop_DDM,pop_DDM,pop_male_DDM,pop_female_DDM,mvpop_DDM,station_DDM,air_SD,real_pop_SD,pop_SD,pop_male_SD,pop_female_SD,mvpop_SD,station_SD,air_JL,real_pop_JL,pop_JL,pop_male_JL,pop_female_JL,mvpop_JL,station_JL,keyword_diet,keyword_exercise,keyword_healthypleasure,keyword_environment,keyword_green,keyword_dust,keyword_,temp_avg,temp_low,temp_high,rain(mm),relative_humidity,distance_stage,distance_total,distance_value,distance_nominal,GW_demand,DDM_demand,SD_demand,JL_demand
0,0.36,0.8324834879025365,0.7739409042363831,-0.8922885572139303,0.7949291573452647,-0.7012854211868351,-0.5185185185185185,0.625,0.19388063080057405,0.8580700995240156,-0.9914452949122017,0.8763688760806917,-0.9616956008306978,-0.25,0.5185185185185185,-1.164808506245486,0.35375155666251556,-2.4200913242009134,0.47254480286738354,-1.2969236434238276,-0.3,0.7083333333333334,2.2281448452911734,1.2822429906542057,-0.5898428603962651,1.223510910163161,-1.3700508902055009,-0.2222222222222222,1.9470428172096543,0.6372518973878253,0.0,-1.228172293364377,-1.5770065075921909,-0.5281350482315113,0.28846776585583545,-0.8636363636363636,-0.7857142857142857,-0.8914285714285713,0.0,-1.0092165898617513,0.0,0.0,0.0,0.0,-0.8319327731092437,-0.7770270270270271,-0.8492442322991249,-0.7349033816425121
1,0.4,0.3821908901132749,0.7739409042363831,-0.8922885572139303,0.7949291573452647,0.46429859003519997,-0.5185185185185185,0.5,0.6208405644005144,0.8580700995240156,-0.9914452949122017,0.8763688760806917,0.461661667096494,-0.25,0.2962962962962963,0.29756374522555984,0.35375155666251556,-2.4200913242009134,0.47254480286738354,0.1598165567569377,-0.3,0.5833333333333334,0.756114038643426,1.2822429906542057,-0.5898428603962651,1.223510910163161,0.1918903995104989,-0.16666666666666666,2.4585165488913954,1.2581664293054045,0.0,-0.5424912689173457,-0.46420824295010804,-0.3255627009646302,0.2180917212496905,-0.8920454545454546,-0.7417582417582418,-1.0057142857142856,0.0,-0.8755760368663597,0.0,0.0,0.0,0.0,-0.7918552036199095,-0.7176640926640927,-0.7589498806682577,-0.7053140096618359
2,0.04,0.31778515451216593,0.7739409042363831,-0.8922885572139303,0.7949291573452647,0.5041787659694409,-0.5185185185185185,0.25,0.6829774390704002,0.8580700995240156,-0.9914452949122017,0.8763688760806917,0.4657065682135925,-0.25,0.1111111111111111,0.4388355528027236,0.35375155666251556,-2.4200913242009134,0.47254480286738354,0.24197101061158907,-0.3,0.3333333333333333,0.5020267531414655,1.2822429906542057,-0.5898428603962651,1.223510910163161,0.2326771829808826,-0.16666666666666666,1.8221533551498055,0.7450965369292075,0.0,-0.5721769499417927,-0.0911062906724505,-0.5016077170418006,-0.14993346631000617,-1.0568181818181819,-0.8956043956043955,-1.1314285714285712,0.0,-0.861751152073733,0.0,0.0,0.0,0.0,-0.7937944408532643,-0.7268339768339768,-0.7752585521081942,-0.6968599033816426
3,0.44,0.420245713699053,0.7739409042363831,-0.8922885572139303,0.7949291573452647,0.5185733856853504,-0.5185185185185185,0.7083333333333334,0.7440579491435901,0.8580700995240156,-0.9914452949122017,0.8763688760806917,0.48499450273505895,-0.25,0.4444444444444444,0.5378342107979754,0.35375155666251556,-2.4200913242009134,0.47254480286738354,0.24375188297124495,-0.3,0.875,0.7057154438589349,1.2822429906542057,-0.5898428603962651,1.223510910163161,0.24481024370588148,-0.16666666666666666,1.5966456109514877,0.1568612428115596,0.0,-0.4610011641443539,-0.10195227765726643,-0.5948553054662379,-0.13774922921604538,-1.0568181818181819,-0.9835164835164835,-1.1485714285714284,0.0,-0.8294930875576039,0.0,0.0,0.0,0.0,-0.799612152553329,-0.73503861003861,-0.782816229116945,-0.6956521739130436
4,1.24,0.40741247732795005,0.7739409042363831,-0.8922885572139303,0.7949291573452647,0.7300287761295778,-0.5185185185185185,1.4166666666666667,0.632762393420358,0.8580700995240156,-0.9914452949122017,0.8763688760806917,0.7203724566666214,-0.25,0.9259259259259259,0.3767420253948586,0.35375155666251556,-2.4200913242009134,0.47254480286738354,0.33766277240317344,-0.3,1.5,0.4523037427374668,1.2822429906542057,-0.5898428603962651,1.223510910163161,0.34087483397257,-0.16666666666666666,1.3834949890481476,-0.16013322276504824,0.0,-0.6618160651920837,0.8286334056399134,-0.4903536977491961,-0.03582478645270667,-0.9602272727272726,-0.8131868131868132,-1.017142857142857,0.0,-0.5806451612903227,0.0,0.0,0.0,0.0,-0.7954104718810602,-0.7205598455598455,-0.7669053301511536,-0.6908212560386474
5,0.84,1.002771979056159,0.7739409042363831,-0.8922885572139303,0.7949291573452647,0.2319854218423278,-0.5185185185185185,0.7916666666666666,0.607522825020751,0.8580700995240156,-0.9914452949122017,0.8763688760806917,0.20588275216157886,-0.25,0.4444444444444444,-0.3948074739341393,0.35375155666251556,-2.4200913242009134,0.47254480286738354,-0.5534228232852408,-0.3,0.9166666666666666,1.7299689231184932,1.2822429906542057,-0.5898428603962651,1.223510910163161,-0.4238810870506067,-0.16666666666666666,0.9073258430248661,-0.5392141839880299,0.0,-1.10069848661234,-1.1930585683297177,-0.639871382636656,-0.024718150227357457,-0.9488636363636362,-0.8791208791208791,-0.9428571428571428,0.0,-0.7004608294930879,0.0,0.0,0.0,0.0,-0.8277310924369747,-0.7398648648648648,-0.8261734287987271,-0.714975845410628
6,0.92,0.9459977413503996,0.7739409042363831,-0.8922885572139303,0.7949291573452647,-0.4979515853090976,-0.5185185185185185,1.125,0.6464196785633454,0.8580700995240156,-0.9914452949122017,0.8763688760806917,-0.5662047154317049,-0.25,0.8148148148148148,-0.7501290389181398,0.35375155666251556,-2.4200913242009134,0.47254480286738354,-1.0662872828306498,-0.3,1.0,2.46493717065261,1.2822429906542057,-0.5898428603962651,1.223510910163161,-1.0227289686152192,-0.16666666666666666,1.9699908891784499,-0.03267923779993125,0.0,-1.0331781140861467,-1.2017353579175702,-0.5281350482315113,0.2294459879776752,-0.8352272727272727,-0.8186813186813187,-0.9485714285714284,0.0,-0.870967741935484,0.0,0.0,0.0,0.0,-0.8309631544925662,-0.7504826254826256,-0.8440731901352426,-0.7119565217391305
7,1.2,0.33599123917730533,0.7739409042363831,-0.8922885572139303,0.7949291573452647,0.4791454997148607,-0.5185185185185185,1.1666666666666667,0.7031238210216563,0.8580700995240156,-0.9914452949122017,0.8763688760806917,0.5666119202421511,-0.25,0.8518518518518519,0.24218024156085555,0.35375155666251556,-2.4200913242009134,0.47254480286738354,0.20786663542329192,-0.3,1.0416666666666667,0.688082691528171,1.2822429906542057,-0.5898428603962651,1.223510910163161,0.29126807646962255,-0.16666666666666666,2.4655775877441495,0.8562086495646386,0.0,-0.4476135040745052,-0.40347071583514077,-0.3705787781350482,0.07417077796796041,-0.7159090909090908,-0.5714285714285714,-0.8799999999999999,3.0,-0.41935483870967755,0.0,0.0,0.0,0.0,-0.8076923076923076,-0.7384169884169884,-0.7959427207637232,-0.7228260869565218
8,0.28,0.26686287259162933,0.7739409042363831,-0.8922885572139303,0.7949291573452647,0.48769312453705826,-0.5185185185185185,0.5833333333333334,0.6594733267939327,0.8580700995240156,-0.9914452949122017,0.8763688760806917,0.4415321759667721,-0.25,0.3333333333333333,0.33797873438629156,0.35375155666251556,-2.4200913242009134,0.47254480286738354,0.2538479563485422,-0.3,0.5833333333333334,0.5215511417376003,1.2822429906542057,-0.5898428603962651,1.223510910163161,0.26894205083051026,-0.16666666666666666,1.6884372902213558,0.6503262966234618,0.0,-0.4772991850989522,0.049891540130152075,-0.45659163987138257,-0.24469839421143288,-1.0284090909090908,-0.8406593406593407,-1.177142857142857,1.6666666666666667,-0.0737327188940093,0.0,0.0,0.0,0.0,-0.8222365869424693,-0.7480694980694981,-0.7979315831344471,-0.7216183574879228
9,-0.04,0.3383183327059314,0.7739409042363831,-0.8922885572139303,0.7949291573452647,0.5580733758529599,-0.5185185185185185,0.25,0.6513996830906202,0.8580700995240156,-0.9914452949122017,0.8763688760806917,0.3882019192920066,-0.25,0.07407407407407407,0.36626406524207783,0.35375155666251556,-2.4200913242009134,0.47254480286738354,0.26507548622501925,-0.3,0.4166666666666667,0.5376976084312926,1.2822429906542057,-0.5898428603962651,1.223510910163161,0.2732848806841076,-0.16666666666666666,1.375551472490127,-0.01307439923563644,0.0,-0.37427240977881243,-0.45553145336225553,-0.5723472668810289,-0.3176663954523066,-1.2159090909090908,-1.0714285714285714,-1.3828571428571428,1.0,-0.41474654377880193,0.0,0.0,0.0,0.0,-0.8468002585649644,-0.7678571428571428,-0.8381066030230708,-0.7355072463768116
