,air_GW,real_pop_GW,pop_GW,pop_male_GW,pop_female_GW,mvpop_GW,station_GW,air_DDM,real_pop_DDM,pop_DDM,pop_male_DDM,pop_female_DDM,mvpop_DDM,station_DDM,air_SD,real_pop_SD,pop_SD,pop_male_SD,pop_female_SD,mvpop_SD,station_SD,air_JL,real_pop_JL,pop_JL,pop_male_JL,pop_female_JL,mvpop_JL,station_JL,keyword_diet,keyword_exercise,keyword_healthypleasure,keyword_environment,keyword_green,keyword_dust,keyword_,temp_avg,temp_low,temp_high,rain(mm),relative_humidity,distance_stage,distance_total,distance_value,distance_nominal,GW_demand,DDM_demand,SD_demand,JL_demand
0,4.570103436470205e-05,0.00045833132116413356,0.38931296619464106,0.1753428995388377,0.18979857195633928,0.28360973806868267,4.026043503557086e-05,5.005351382800701e-05,0.00042631448223206234,0.38097035118335126,0.17405021313823613,0.19042641711892103,0.1254526036907046,4.570103436470205e-05,5.222975355965949e-05,0.000373344807163641,0.3318275936830408,0.14497347408362735,0.163561825751537,0.15231937129782028,5.4405993291311966e-05,5.222975355965949e-05,0.000431601656660112,0.44366020101319836,0.19497367003820887,0.2209177119991039,0.09520940013993011,4.896539396218077e-05,8.610435041985455e-05,1.1977120343526608e-05,0.0,8.45469135746988e-09,1.0478594307906684e-08,3.841063126366625e-09,6.2155474163739855e-06,-1.4145558255741112e-06,-5.54941131571382e-06,4.134855490139709e-06,0.0,4.254548675380596e-05,0.0,0.0,0.0,0.0,6.441669605691336e-07,4.0042811062405604e-07,6.311095221792187e-07,1.7627541826385078e-07
1,4.024477395617096e-05,0.0003819098018944022,0.33485991743973553,0.15081775836323855,0.16325152166574391,0.4103656648563423,3.462922410182152e-05,4.024477395617096e-05,0.0003772779091895397,0.32768418065085264,0.14970587949207734,0.16379155037673718,0.2060494989556924,3.9308848980446054e-05,3.9308848980446054e-05,0.00034764184483321054,0.28541500097218875,0.12469609229075641,0.14068449865106497,0.33465869356995465,4.6796248786245305e-05,4.211662390762077e-05,0.0003508408364002383,0.38160562627729167,0.16770278085029156,0.1900180400465005,0.17984734333529795,4.3052548883345676e-05,8.19265109645714e-05,1.1591318513355876e-05,0.0,1.8297333275421913e-08,1.3814252641699614e-08,5.662346103135681e-09,4.862083452642101e-06,-1.684664956304831e-06,-4.024477395617096e-06,1.684664956304831e-06,0.0,3.9308848980446054e-05,0.0,0.0,0.0,0.0,7.861769796089211e-07,5.746579350950923e-07,9.67746424899553e-07,2.433404936884756e-07
2,3.160777200333163e-05,0.00037759574075533,0.33261137371211785,0.14980503540979026,0.16215530749991558,0.4132660411014428,3.439669306244913e-05,3.439669306244913e-05,0.00037627565145401446,0.32548382112536656,0.14870062267037973,0.16269170998361918,0.20494293438889621,3.904489482764495e-05,3.439669306244913e-05,0.0003478518976598419,0.28349847386105875,0.12385877315646715,0.1397398193074352,0.34381911780835805,4.648201765195828e-05,3.625597376852746e-05,0.0003449886053724813,0.37904319078501203,0.16657667701896986,0.18874209195648267,0.1811803973248621,4.276345623980162e-05,7.165598118199411e-05,1.0455163044840855e-05,0.0,1.7700352321865713e-08,1.532047301808545e-08,3.588411762731179e-09,2.3148881466992956e-06,-4.369309659284078e-06,-6.600446506578076e-06,-3.7185614121566626e-07,0.0,3.9323786933556705e-05,0.0,0.0,0.0,0.0,7.697422123164291e-07,5.354728433505594e-07,8.850176160932856e-07,2.677364216752797e-07
3,4.084948828557753e-05,0.0003798705323371179,0.33216668559671264,0.14960475206370044,0.16193851233356177,0.4147522817431569,3.435070605832656e-05,4.456307812972094e-05,0.00037727566143352264,0.32504866226295076,0.14850181587998987,0.16247419766857943,0.20598818666732988,3.899269336350582e-05,4.2706283207649234e-05,0.00034916749990320114,0.28311944773018854,0.12369317892618979,0.13955299275306526,0.3436063991115964,4.641987305179265e-05,4.8276667973864355e-05,0.00034732648773796705,0.37853642518560937,0.16635397065824828,0.1884897513217261,0.18169295350948264,4.2706283207649234e-05,6.812017031822241e-05,9.229440543497282e-06,0.0,1.9449926808701118e-08,1.5253570284819064e-08,2.506673144796803e-09,2.3949312263865275e-06,-4.363468066868509e-06,-8.077057911011919e-06,-6.49878222725097e-07,0.0,3.9921090824541674e-05,0.0,0.0,0.0,0.0,7.352907891403955e-07,5.031914238814324e-07,8.485552793867696e-07,2.7109205862246903e-07
4,5.8153039942911273e-05,0.00037144618214660205,0.3250982093121017,0.14642117680500863,0.15849247579940826,0.43523824968147745,3.361972621699558e-05,5.9061681192019264e-05,0.0003665667786388921,0.3181316568551908,0.14534171100106832,0.15901676180014357,0.21736152504661663,3.816293246253552e-05,5.360983369737133e-05,0.0003389013785273012,0.2770946921217267,0.12106099954240465,0.13658331800091641,0.3490399975848481,4.5432062455399435e-05,6.087896369023524e-05,0.000336527098943382,0.37048120514004934,0.16281397358016583,0.18447870688264761,0.18367546801843615,4.179749745896748e-05,6.34882633332362e-05,8.393936995134689e-06,0.0,1.5901221859389804e-08,1.8827046681517523e-08,3.6345649964319546e-09,3.024639557968217e-06,-2.7259237473239663e-06,-5.0883909950047365e-06,1.453825998572782e-06,0.0,4.397823645682665e-05,0.0,0.0,0.0,0.0,7.432685417703347e-07,5.470020319630092e-07,9.031894016133408e-07,2.798615047252605e-07
5,5.334120369094676e-05,0.00042099051113045555,0.35342004745491457,0.1591770664142636,0.17229999032230486,0.39810219574669764,3.654860252898204e-05,4.93900034175433e-05,0.0003978404287285847,0.3458465843308685,0.15800355993306278,0.1728699509617433,0.19885600735984954,4.148760287073637e-05,4.543880314413984e-05,0.0003536600828715239,0.3012345698439383,0.13160756650659092,0.14848215507422877,0.24797436575859635,4.93900034175433e-05,5.2353403622595895e-05,0.00038452587160728335,0.4027567096687669,0.17699796744738158,0.20055008447707126,0.14905804251407734,4.543880314413984e-05,6.129073217901471e-05,8.294339857927185e-06,0.0,9.838488680774626e-09,1.1260920779199872e-08,2.1138921462708534e-09,3.3687735971024263e-06,-2.7658401913824244e-06,-6.717040464785889e-06,2.864620198217511e-06,0.0,4.524124313046966e-05,0.0,0.0,0.0,0.0,6.104604422408352e-07,5.15631635679152e-07,6.875088475722027e-07,2.2521841558399745e-07
6,5.953617884782712e-05,0.0004513384561151231,0.38037770980481833,0.1713185440727751,0.18544243935837124,0.3100793034841956,3.9336403881600064e-05,6.166247094953524e-05,0.00042928242814410493,0.3722265690329203,0.1700555265643605,0.186055874629714,0.15355018412485127,4.465213413587034e-05,5.953617884782712e-05,0.0003733173568810965,0.32421170393819854,0.1416461377934384,0.15980786178017822,0.1854477550886255,5.3157302542702783e-05,5.8473032796973065e-05,0.0004254221448334538,0.433477602460775,0.1904987619762331,0.21584735326674637,0.11776681434520546,4.8904718339286564e-05,8.452900957534307e-05,1.0121894606366208e-05,0.0,1.18221840854971e-08,1.2077339137702074e-08,3.7529055595148165e-09,5.6117101148280484e-06,-8.505168406832446e-07,-6.059932489868118e-06,2.976808942391356e-06,0.0,4.4758448740955745e-05,0.0,0.0,0.0,0.0,6.357613384107253e-07,5.081838123082386e-07,6.442665068175578e-07,2.5302876010326527e-07
7,5.8624219239230774e-05,0.0003784574874588983,0.3329343854048918,0.14995051683916452,0.162312782753342,0.41011363530492034,3.4430097013516484e-05,5.4902046589120884e-05,0.0003771379772544343,0.32579991097779365,0.14884503156208187,0.16284970615812033,0.21205962022206068,3.908281282615385e-05,5.3040960264065936e-05,0.00034464434056213753,0.2837737901285654,0.12397905717302275,0.13987552601847958,0.33941282690240804,4.652715812637363e-05,5.211041710153846e-05,0.00034788635294038324,0.3794112942004889,0.16673844603432264,0.18892538665846517,0.18500966103054958,4.2804985476263736e-05,8.156337373423401e-05,1.0694732566928242e-05,0.0,1.970890418233187e-08,1.3995369164413187e-08,5.108681962275824e-09,3.849824561145409e-06,1.2097061112857145e-06,-1.1166517950329671e-06,3.7221726501098905e-06,8.374888462747253e-07,4.8295190135175824e-05,0.0,0.0,0.0,0.0,6.904630265953847e-07,4.913267898145056e-07,7.891006018232967e-07,1.8796971883054947e-07
8,3.7197564997452655e-05,0.0003763333447139781,0.33271826981534,0.14985318040961282,0.16220742168439178,0.411060061456475,3.44077476226437e-05,4.184726062213423e-05,0.00037581722849963845,0.3255884265444532,0.14874841272918848,0.16274399655948005,0.2033525782671991,3.9057443247325287e-05,3.99873823722616e-05,0.00034614659077942037,0.28358958584495436,0.12389857943264024,0.13978472950392734,0.3455793279132092,4.649695624681582e-05,4.184726062213423e-05,0.00034536823173184864,0.3791650093494092,0.16663021216258891,0.1888027507184455,0.18349837794980875,4.2777199747070556e-05,6.963585034374123e-05,1.0262975571839676e-05,0.0,1.922184171243366e-08,1.59298572101591e-08,4.110330932218518e-09,1.6679388144857771e-06,-3.9057443247325285e-06,-5.672628662111529e-06,-1.1159269499235795e-06,4.649695624681582e-07,5.523838402121719e-05,0.0,0.0,0.0,0.0,6.063203094584783e-07,4.538102929689224e-07,7.792889866966331e-07,1.9156745973688116e-07
9,2.963950272073804e-05,0.0003767680962414217,0.33139279627935186,0.14925619959149655,0.16156122439290296,0.4193674715268025,3.427067502085336e-05,3.427067502085336e-05,0.0003741218443891358,0.32429135667435505,0.14815583305298916,0.16209566167633627,0.1989032928831928,3.890184732096868e-05,3.3344440560830294e-05,0.00034527519836617757,0.2824598297563334,0.12340499581225285,0.13922785909282684,0.3457559140509295,4.6311723001153187e-05,3.7975612860945615e-05,0.0003442137336749911,0.37765450261966377,0.16596639548477266,0.18805060371510254,0.1830368965829977,4.260678516106093e-05,6.459663788694829e-05,8.858691622552586e-06,0.0,2.0784701282917552e-08,1.3708270008341343e-08,2.76017869086873e-09,1.1645638489315982e-06,-6.946758450172978e-06,-9.540214938237558e-06,-4.4459254081107054e-06,2.778703380069191e-07,4.816419192119931e-05,0.0,0.0,0.0,0.0,4.6311723001153187e-07,3.760511907693639e-07,5.890851165746686e-07,1.481975136036902e-07
